,user_id,item_id,recommend,posted year,sentiment_score
319,76561198049916759,293260,True,2015,0
320,76561198065064829,219640,True,,0
321,XABLAUziitu,214420,False,2015,0
321,XABLAUziitu,105600,True,2015,0
321,XABLAUziitu,440,True,2013,0
321,XABLAUziitu,200210,True,2013,0
322,76561198012909706,218130,True,2013,0
323,dragonchief,252490,False,2014,2
324,76561198040530605,270210,True,,0
324,76561198040530605,386070,True,,0
324,76561198040530605,8930,True,,0
324,76561198040530605,330830,True,,0
324,76561198040530605,218230,True,2014,0
324,76561198040530605,104900,True,2014,0
324,76561198040530605,440,True,2014,0
324,76561198040530605,240,True,2011,0
325,76561197974500703,8980,True,2012,0
325,76561197974500703,31270,True,2012,0
325,76561197974500703,113200,True,2012,0
325,76561197974500703,8190,True,2012,0
325,76561197974500703,43000,True,2012,0
325,76561197974500703,18700,False,2011,2
325,76561197974500703,98800,True,2011,2
325,76561197974500703,107100,True,2011,0
325,76561197974500703,630,True,2010,0
325,76561197974500703,57300,True,2010,2
326,76561198047185525,213670,True,2014,2
326,76561198047185525,218620,True,2014,2
326,76561198047185525,226620,True,2013,0
327,sweep6060,391540,True,,0
328,bilyitu,570,True,2014,0
328,bilyitu,730,True,2014,2
329,76561198021244661,105600,True,2014,0
330,76561198088538797,209870,True,2015,0
331,deployablearchnagel,265630,True,2014,0
332,rotflmaoman,401920,True,2015,0
333,armouredmarshmallow,33230,True,,0
333,armouredmarshmallow,239200,True,,0
333,armouredmarshmallow,440,True,2015,2
333,armouredmarshmallow,346900,True,2015,2
333,armouredmarshmallow,363970,True,,0
333,armouredmarshmallow,65790,True,,0
333,armouredmarshmallow,72850,True,,0
333,armouredmarshmallow,57300,True,,0
333,armouredmarshmallow,230410,True,,0
333,armouredmarshmallow,630,True,2015,0
334,76561198020928326,70,True,2014,0
335,Array71,8500,False,2014,2
335,Array71,244850,True,2014,0
336,76561198039874575,221100,True,2014,0
337,arronlim13,99900,True,2015,0
338,ARTHERDUNGER10,250900,True,2015,2
339,Mackus1011,211820,True,2013,0
339,Mackus1011,380600,True,2015,0
339,Mackus1011,22380,True,2015,0
339,Mackus1011,252490,True,2014,2
340,76561198041877981,2450,False,2014,0
340,76561198041877981,241540,True,2014,0
341,ARZARNAR,220200,True,,0
342,darkmassieh,47780,True,,0
342,darkmassieh,377160,True,,0
342,darkmassieh,4000,True,,0
342,darkmassieh,107410,True,2015,0
342,darkmassieh,230190,True,2015,0
342,darkmassieh,435881,True,,0
342,darkmassieh,490650,True,,0
342,darkmassieh,391270,True,2015,0
342,darkmassieh,301520,True,2015,0
342,darkmassieh,227680,False,2015,0
343,asianturtlefrenzy,246420,True,2015,0
343,asianturtlefrenzy,289130,True,2015,0
343,asianturtlefrenzy,234630,True,2015,0
343,asianturtlefrenzy,253030,True,,0
343,asianturtlefrenzy,249050,True,2015,0
343,asianturtlefrenzy,418340,True,2015,0
343,asianturtlefrenzy,223850,True,2015,0
343,asianturtlefrenzy,263020,True,2015,2
343,asianturtlefrenzy,287980,True,2015,0
343,asianturtlefrenzy,245550,True,2014,0
344,blowjobsfurdayzandgayz,570,True,2015,0
344,blowjobsfurdayzandgayz,304050,False,,2
344,blowjobsfurdayzandgayz,417860,True,2015,0
344,blowjobsfurdayzandgayz,96100,False,2015,2
345,76561198082992295,4000,True,2014,0
345,76561198082992295,570,True,2014,0
345,76561198082992295,440,True,2014,0
345,76561198082992295,230410,True,,0
346,LaLocaDeLosDulces,80,True,2015,0
347,76561198064352761,56400,True,2014,0
348,assassin_warman,257850,True,,2
348,assassin_warman,72850,True,2015,2
348,assassin_warman,105600,True,2015,0
348,assassin_warman,219150,True,2015,0
348,assassin_warman,204450,True,,0
348,assassin_warman,239140,True,,0
348,assassin_warman,322500,False,,0
348,assassin_warman,218620,True,2015,0
348,assassin_warman,440,True,2015,0
349,Astrelt,385770,True,2015,0
349,Astrelt,252630,True,2014,0
349,Astrelt,212200,True,2014,0
349,Astrelt,218680,True,2014,0
349,Astrelt,230410,True,2015,0
349,Astrelt,4000,True,2015,0
349,Astrelt,346900,True,2015,0
349,Astrelt,440,True,2012,0
349,Astrelt,387860,True,2015,0
349,Astrelt,221640,True,2015,2
350,76561198091740831,387990,True,,0
351,AtomicWoodchuck,310560,False,,2
352,omgihaveawebpage,630,True,,0
352,omgihaveawebpage,223470,True,,0
352,omgihaveawebpage,253430,True,,0
352,omgihaveawebpage,620,True,,0
352,omgihaveawebpage,4000,True,,0
352,omgihaveawebpage,440,True,,0
352,omgihaveawebpage,730,True,,0
353,Swish0009,218620,True,2014,2
353,Swish0009,203160,True,2014,0
353,Swish0009,230410,True,2014,0
353,Swish0009,219640,True,2014,0
353,Swish0009,213850,True,2014,0
354,Aurora99,72850,True,2014,0
354,Aurora99,730,True,2014,0
354,Aurora99,105600,True,2015,0
354,Aurora99,550,True,2014,0
354,Aurora99,369580,True,2015,0
354,Aurora99,282440,False,2015,2
354,Aurora99,1250,True,2014,0
354,Aurora99,440,True,2014,0
354,Aurora99,8400,True,2014,0
355,76561198053071988,271590,False,2015,0
356,76561198083375450,225640,True,2015,0
356,76561198083375450,113420,True,2014,0
356,76561198083375450,226700,False,2014,2
356,76561198083375450,377160,True,2015,0
356,76561198083375450,421770,False,2015,2
356,76561198083375450,239220,True,2015,0
356,76561198083375450,224600,True,2014,0
357,scroopy22,236690,True,,2
358,76561198078730600,440,True,2014,0
359,auzmoz,17100,True,,0
359,auzmoz,243870,True,2014,0
359,auzmoz,223750,True,,0
359,auzmoz,65980,True,,0
359,auzmoz,236390,True,,2
359,auzmoz,400250,True,,0
359,auzmoz,296240,True,,0
359,auzmoz,320,True,2013,0
359,auzmoz,8500,True,2013,0
360,auzzie_96,289130,True,2014,0
361,fatrangacuntnolifevirgin,202970,True,2014,0
362,76561198064150679,20920,True,2014,0
363,76561198110293299,265930,True,2014,0
363,76561198110293299,346110,True,2015,0
363,76561198110293299,304930,True,2015,2
363,76561198110293299,236390,True,2015,0
364,de_triggered,270370,True,,2
364,de_triggered,268650,True,2015,0
364,de_triggered,224540,True,2015,2
364,de_triggered,219640,True,2015,2
364,de_triggered,233450,True,2015,0
364,de_triggered,440,True,2015,0
364,de_triggered,4000,True,2015,0
364,de_triggered,236390,True,2015,0
365,76561198071748311,391540,True,,0
366,Azrafael,215530,True,2013,0
366,Azrafael,379720,True,,0
367,-Azsael-,226860,True,,0
368,76561198076301023,251570,True,2014,2
369,hoarbiscuit,55230,True,2014,0
370,bohgeraltofrivia,259700,True,2013,0
370,bohgeraltofrivia,261640,True,2014,0
371,TeH-B-Rad,730,True,2014,0
371,TeH-B-Rad,440,True,2015,0
372,BAW_Killer,221100,True,2014,0
372,BAW_Killer,287700,False,2015,2
372,BAW_Killer,359550,False,2015,2
373,gamerdude7892,22380,True,2015,0
374,2ez4medick,570,True,2014,0
375,BBBirb,4000,True,2014,0
375,BBBirb,304050,True,,0
376,AgentXiri,570,True,2014,2
377,76561197998761331,310380,True,2014,0
378,76561198064579722,4000,True,,0
379,76561198096750939,4000,True,2015,0
380,potatoskins,233270,True,,2
381,crispymemesmantheyremyfavourite,230410,True,2015,0
381,crispymemesmantheyremyfavourite,383980,True,2015,0
381,crispymemesmantheyremyfavourite,304050,True,2015,0
381,crispymemesmantheyremyfavourite,212680,True,2014,0
382,76561198074409406,391460,False,2015,0
383,H-Alo,346010,True,2015,0
384,420Blz,107410,True,2013,0
385,76561198076548816,200210,True,2015,2
385,76561198076548816,304930,False,,2
385,76561198076548816,226700,True,2014,0
385,76561198076548816,113020,True,2014,0
385,76561198076548816,219740,True,2014,0
386,chillrend,221100,True,2014,0
386,chillrend,393010,True,2015,0
386,chillrend,208090,True,2014,0
386,chillrend,440,True,2013,0
387,BarretaJrs,440,True,,0
388,Gborges,440,True,2014,0
389,lukeyturley,730,True,,0
389,lukeyturley,247730,False,,0
389,lukeyturley,218230,True,2014,0
390,PolygonCloud,205890,True,,0
391,76561198095142204,570,True,2015,2
392,BOB_200,8400,True,2014,0
392,BOB_200,434260,True,,0
393,76561198070735033,359290,False,2015,2
394,76561198018560501,10500,True,2013,0
395,76561198069458790,730,True,,0
395,76561198069458790,265630,True,2014,0
395,76561198069458790,440,True,2014,2
396,76561198051148175,218620,True,2014,2
397,76561198047208452,220240,True,2013,0
397,76561198047208452,34900,True,,0
397,76561198047208452,113200,True,2014,0
398,generalale,239160,True,2014,0
398,generalale,220240,True,2014,0
398,generalale,440,True,2013,0
399,brendoboy,630,True,2013,0
399,brendoboy,218620,False,2014,0
399,brendoboy,208090,False,2014,0
399,brendoboy,230410,True,2014,0
399,brendoboy,322330,True,2014,0
399,brendoboy,241930,True,,2
399,brendoboy,1250,True,2014,0
400,76561198071234254,200210,True,2014,0
400,76561198071234254,238460,True,2014,0
400,76561198071234254,730,True,2013,0
400,76561198071234254,105600,True,2013,0
400,76561198071234254,440,True,2013,0
401,76561198165870150,72850,True,,0
401,76561198165870150,730,True,,0
402,76561197988934555,236390,True,,0
402,76561197988934555,290300,True,,0
402,76561197988934555,295110,True,2015,0
402,76561197988934555,301520,True,2015,0
403,Infixation,346560,True,2015,0
403,Infixation,328220,True,2015,0
403,Infixation,256410,True,2013,0
403,Infixation,730,True,2015,2
403,Infixation,252490,True,2014,0
403,Infixation,203160,True,2013,0
403,Infixation,39120,True,2013,0
404,76561198071162228,218620,True,,0
405,76561198047304525,239070,True,2014,2
406,76561197994969639,91310,True,2011,0
407,JuanManSnipez,730,True,2014,0
408,Ben_Andy,265770,False,2014,0
408,Ben_Andy,105600,True,2013,0
409,Bennysaputra,10,True,2015,0
410,76561198067021476,730,True,2014,0
410,76561198067021476,242760,True,,0
410,76561198067021476,239140,True,,2
410,76561198067021476,72850,True,,0
410,76561198067021476,263280,True,,0
411,76561198190487725,252490,True,,0
411,76561198190487725,386360,True,,0
412,76561198045071942,310380,True,2015,2
413,Bhappiikhat,304930,True,2014,0
414,Ahahahahahahahahahahahahahahaha,363970,True,,0
414,Ahahahahahahahahahahahahahahaha,570,False,2014,2
415,BITCHPLESE,295110,True,2015,2
415,BITCHPLESE,252490,False,,0
415,BITCHPLESE,319630,True,2015,2
416,Too_1337,220,True,2012,0
416,Too_1337,4000,True,2015,0
417,kinglemon1222,48700,True,2012,2
418,76561198030636321,255710,True,2015,0
419,76561198007342405,364360,True,,2
419,76561198007342405,730,False,,2
419,76561198007342405,236390,True,,2
420,IJustWantedToTalk,4000,True,2015,0
420,IJustWantedToTalk,550,False,,0
420,IJustWantedToTalk,271590,False,,0
420,IJustWantedToTalk,219640,True,,0
420,IJustWantedToTalk,304930,True,2015,0
420,IJustWantedToTalk,247730,False,2015,0
421,76561198081885254,265630,True,,0
422,76561198034643189,263280,True,2014,0
423,LlamasInNigjamas,730,True,2014,0
424,mavros88,369200,False,2015,2
424,mavros88,288470,True,2015,0
424,mavros88,298110,False,,2
424,mavros88,730,True,,0
424,mavros88,282140,True,,2
424,mavros88,323370,True,,0
424,mavros88,209870,True,2015,0
424,mavros88,216250,True,2015,2
424,mavros88,50300,True,2015,0
425,76561198035363871,381210,False,,0
426,Hummingsenpai,333930,True,2015,2
427,CHAAANG,10680,True,2015,0
427,CHAAANG,238320,True,2015,0
428,76561198056980314,236390,True,,0
428,76561198056980314,34330,True,,0
429,76561198077586769,440,True,2015,0
430,bitmat,300570,True,2015,0
430,bitmat,201420,True,2013,0
430,bitmat,220240,True,2012,0
430,bitmat,211420,True,2012,2
431,76561198028483487,238260,True,2013,0
432,Ghoster09,206210,True,2015,2
432,Ghoster09,570,True,2014,0
432,Ghoster09,440,True,2014,0
433,76561198081496844,6060,True,2014,2
434,180577,440,True,2015,0
435,Barridos,4000,True,2014,0
436,Blackhawk611,364360,True,,2
437,76561197988863895,238430,False,,2
437,76561197988863895,248820,True,2015,0
438,76561198042728201,221100,True,2014,0
438,76561198042728201,202970,True,2014,0
439,hbk1462,4000,True,2014,0
440,76561198088724903,570,True,2013,0
441,76561198057521157,344760,True,2015,0
441,76561198057521157,251570,True,2014,0
441,76561198057521157,290080,False,2014,0
441,76561198057521157,313120,True,2015,0
442,76561198053766465,374320,True,,0
443,76561198057389499,222880,True,2014,0
443,76561198057389499,252950,True,2015,0
443,76561198057389499,318420,True,,0
443,76561198057389499,225540,True,,0
443,76561198057389499,4000,True,2015,0
443,76561198057389499,440,True,2014,0
444,FHK,237930,True,2015,2
445,76561198030735076,570,True,2013,2
445,76561198030735076,339610,False,2015,0
446,Bluegills,293780,True,2014,0
446,Bluegills,20530,True,2014,0
446,Bluegills,208090,True,2014,0
446,Bluegills,57300,True,2014,2
446,Bluegills,39150,True,2013,0
446,Bluegills,70,True,2013,0
446,Bluegills,13210,True,2012,0
446,Bluegills,22120,True,2012,0
447,76561197970931849,449710,True,,0
447,76561197970931849,204100,True,2014,2
447,76561197970931849,319740,False,2015,0
448,rrbr,244050,False,2015,2
448,rrbr,270370,True,2015,0
449,13lazer,33930,True,2012,0
450,76561198044344399,352460,True,2015,0
451,76561197999613236,251570,True,2013,0
451,76561197999613236,271590,True,2015,0
451,76561197999613236,24860,True,2015,0
451,76561197999613236,333950,True,2015,0
452,RespekPlox,72850,True,2015,0
453,76561198062288797,333930,True,2015,0
453,76561198062288797,346010,True,2015,0
454,bobseagull,730,True,2014,0
454,bobseagull,49520,True,2014,2
454,bobseagull,242720,False,2014,0
454,bobseagull,238460,True,2015,0
454,bobseagull,251630,True,2014,0
454,bobseagull,220240,True,2014,2
454,bobseagull,4000,True,2014,0
455,bokkkbokkk,346110,True,2015,0
456,bokkkbokkk,346110,True,2015,0
457,Bonesdontrattlethem,4000,True,2014,2
458,76561198062403736,335300,True,,0
458,76561198062403736,218620,True,2015,0
459,76561198073642113,550,True,2012,0
459,76561198073642113,218620,True,2014,0
459,76561198073642113,55140,True,2013,0
460,76561198211433640,218620,True,,0
460,76561198211433640,730,True,2015,0
461,ilyjoepoe,318430,True,2015,0
462,Mantrouminati,570,True,2014,0
463,hididdlyhoe,440,True,2014,2
463,hididdlyhoe,252490,True,,2
464,76561198027225504,230410,True,2014,0
464,76561198027225504,218620,True,2014,0
464,76561198027225504,323470,True,2015,2
464,76561198027225504,271290,True,2014,0
464,76561198027225504,630,True,2014,0
464,76561198027225504,10680,True,2012,0
465,dicksoutforboromir,334230,True,2015,2
465,dicksoutforboromir,48700,True,2014,2
465,dicksoutforboromir,8930,True,,0
465,dicksoutforboromir,474750,True,,0
465,dicksoutforboromir,224260,True,2014,2
465,dicksoutforboromir,570,True,,0
465,dicksoutforboromir,252490,False,,2
466,probotsteve,730,False,2015,2
467,76561197977543317,243470,False,2014,2
468,BrutalLegend69,225260,True,2013,0
469,76561198007539695,45730,False,2014,0
469,76561198007539695,99400,False,2014,2
470,76561198064026657,96100,True,2014,0
470,76561198064026657,1250,True,2013,0
471,76561198024450886,213650,True,2013,2
472,saint556,429720,True,,0
472,saint556,340050,True,2015,2
472,saint556,234190,True,2014,0
472,saint556,261880,True,2014,0
472,saint556,230840,True,2014,0
472,saint556,263760,True,2014,0
472,saint556,233190,True,2014,0
473,Brayneeah,211420,False,,2
474,brettebear,220780,True,2014,0
475,metiqu,730,True,2015,0
476,Brianseb,304930,True,,0
476,Brianseb,440,True,2014,0
477,spike_heart,237740,True,2014,0
478,brocky0405,6830,True,,0
478,brocky0405,48700,True,2015,0
478,brocky0405,383080,True,2015,0
478,brocky0405,363970,True,2015,0
478,brocky0405,730,True,2014,0
478,brocky0405,440,True,2013,0
478,brocky0405,212180,True,2013,0
479,76561198046094676,72850,True,2012,0
479,76561198046094676,4560,True,2013,0
479,76561198046094676,203770,True,2013,0
479,76561198046094676,17700,True,2013,0
479,76561198046094676,25890,True,2013,0
480,Vladimirputinisgreatman,385770,True,,0
480,Vladimirputinisgreatman,72850,True,,0
480,Vladimirputinisgreatman,383870,True,,0
480,Vladimirputinisgreatman,22100,True,,0
480,Vladimirputinisgreatman,8930,True,2015,0
481,Br0wni3,730,True,2015,0
482,76561198079351819,316010,True,,0
483,76561198093381429,200210,True,2015,0
484,76561198110065267,10090,True,2015,0
484,76561198110065267,291550,True,,0
485,76561198059167106,41300,True,2014,0
486,76561198105270589,268750,True,2014,0
486,76561198105270589,304930,True,2014,0
486,76561198105270589,4000,True,2015,0
486,76561198105270589,440,True,2015,0
487,Trutle,291550,True,2014,2
487,Trutle,224760,True,2014,0
487,Trutle,219640,True,2014,0
488,BugsyBro,322910,True,2015,2
488,BugsyBro,6060,True,2015,0
488,BugsyBro,291480,False,2014,2
488,BugsyBro,4920,True,,0
488,BugsyBro,333930,True,,0
488,BugsyBro,4000,True,2014,0
489,Jyep,230410,True,,0
489,Jyep,433340,True,,0
490,76561198074561346,274940,True,2014,0
490,76561198074561346,311690,True,,2
490,76561198074561346,8980,True,2013,0
490,76561198074561346,730,True,2014,0
490,76561198074561346,266840,True,2015,0
490,76561198074561346,344760,True,2015,0
490,76561198074561346,72850,True,2013,0
490,76561198074561346,440,True,2013,0
491,76561198094074209,246620,True,2015,2
491,76561198094074209,226700,True,2013,0
491,76561198094074209,393420,True,2015,2
492,BurningCassette,461560,True,,0
492,BurningCassette,368360,True,,0
493,76561198087011672,208090,True,2014,0
494,busternut,237870,True,2015,0
494,busternut,224540,True,2013,0
494,busternut,386360,True,,0
494,busternut,248570,True,2014,0
494,busternut,12120,True,2014,0
495,76561198075981950,221100,True,2015,0
495,76561198075981950,570,True,2015,0
496,Butteryyy,1840,True,2013,0
497,76561198079326390,105600,True,2014,0
497,76561198079326390,301520,False,2015,0
498,76561198142749308,292030,True,2015,0
498,76561198142749308,298110,True,2014,2
499,897w463824638109276,252490,True,2014,0
499,897w463824638109276,440,True,2014,0
500,Butterz,72200,True,2014,0
501,8789568,252490,True,2015,0
502,76561198112547239,230410,True,2015,0
503,ByzGirl,305620,True,2015,2
503,ByzGirl,239030,True,2015,0
504,C14M8S,200210,True,2014,0
504,C14M8S,620,True,2014,0
504,C14M8S,211820,True,2014,0
504,C14M8S,570,False,2014,0
504,C14M8S,42910,False,2014,0
504,C14M8S,219640,False,2015,2
504,C14M8S,550,False,2014,2
504,C14M8S,99900,False,2014,0
504,C14M8S,240,True,2014,2
504,C14M8S,218620,True,2014,0
505,1122305938,211820,True,2014,0
505,1122305938,8870,True,2014,0
505,1122305938,24860,True,2013,0
505,1122305938,250420,False,2014,2
506,76561198069050565,238960,True,2014,0
506,76561198069050565,246280,False,2014,0
507,Cabey64,255710,True,,0
507,Cabey64,220200,True,2014,0
507,Cabey64,440,True,2015,0
507,Cabey64,2700,True,2015,0
508,Cabjoy,94400,True,2014,0
509,76561198082278758,346110,False,,0
510,Stormaggen,42910,True,2015,2
511,gusvu,238010,True,2015,0
511,gusvu,241930,True,2014,0
512,Punixa,287700,True,,0
512,Punixa,374301,True,2015,2
512,Punixa,366660,True,2015,0
512,Punixa,207140,True,2015,0
512,Punixa,259080,True,2013,0
512,Punixa,353560,False,,0
512,Punixa,405170,True,,0
513,76561198051084367,418340,True,,0
514,76561198044402508,302590,True,2015,0
515,76561198081987102,242880,True,2013,0
515,76561198081987102,394230,True,,0
515,76561198081987102,107100,True,2013,0
516,76561197996741396,22380,True,2013,0
517,calii,378648,True,,0
517,calii,292030,True,,0
517,calii,440,True,2015,0
518,76561198084718144,209080,True,2015,0
519,76561198077034833,56400,True,2014,0
520,calypto52,49600,True,2013,0
521,camduman,408740,False,,0
521,camduman,413150,True,,0
521,camduman,109600,True,2014,0
