,title,id,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
88560,Blueberry Garden,29160,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012
88561,Port Royale 2,12470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2004
88563,The Elder Scrolls IV: Oblivion® Game of the Year Edition,22330,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007
88564,The Elder Scrolls III: Morrowind® Game of the Year Edition,22320,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2002
88566,Ankh 2: Heart of Osiris,12440,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88567,Armored Fist 3,32710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1999
88568,MiG-29 Fulcrum,32740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1998
88569,BC Kings,12460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008
88570,Call of Juarez®: Bound in Blood,21980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88571,Nancy Drew®: Legend of the Crystal Skull,31860,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88572,Nancy Drew®: The Creature of Kapu Cave,31900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
88573,Nancy Drew®: The Phantom of Venice,31920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88574,Nancy Drew®: The White Wolf of Icicle Creek,31930,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88575,BRAINPIPE: A Plunge to Unhumanity,35800,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
88577,Tales of Monkey Island Complete Pack,31170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88578,Street Fighter® IV,21660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88579,Thrillville®: Off the Rails™,6080,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2007
88580,Indiana Jones® and the Fate of Atlantis™,6010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
88581,Armed and Dangerous®,6090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
88582,"Star Wars: Battlefront 2 (Classic, 2005)",6060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
88583,Indiana Jones® and the Last Crusade™,32310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
88584,LEGO® Indiana Jones™: The Original Adventures,32330,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88585,The Secret of Monkey Island: Special Edition,32360,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88586,Warfare,35300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008
88587,Clutch,35310,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
88588,Nancy Drew®: Ransom of the Seven Ships,31980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88590,3D Ultra™ Minigolf Adventures,10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006
88591,King's Quest™ Collection,10100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
88592,TimeShift™,10130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88593,Space Quest™ Collection,10110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
88594,Killing Floor Outbreak Character Pack,1256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88595,Aces of the Galaxy™,10120,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88596,Tropico Reloaded,33520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2009
88597,Mystery P.I. - Lost in Los Angeles,3610,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88598,Bionic Commando: Rearmed,21680,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88599,Bionic Commando,21670,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88600,Watchmen: The End is Nigh Part 2,21030,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88601,Foreign Legion: Buckets of Blood,36000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88602,STAR WARS™ - Knights of the Old Republic™,32370,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2003
88603,Osmos,29180,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88604,Fallout 2: A Post Nuclear Role Playing Game,38410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1998
88605,Fallout Tactics: Brotherhood of Steel,38420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2001
88606,Kingpin — Life of Crime,38430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
88609,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,31180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88610,Jewel Quest Pack,37960,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88611,Mahjong Quest Collection,38000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88612,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",37400,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88613,Tom Clancy's Splinter Cell Chaos Theory®,13570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
88615,XIII Century – Gold Edition,34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88616,World of Zoo,43100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88618,Mini Ninjas,35000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88621,Windosill,37600,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88622,Train Simulator: Colton &amp; Northern Route Add-On,24029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88623,Midnight Mysteries,32140,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88624,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,31190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88625,Joint Operations: Combined Arms Gold,32770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88626,Train Simulator: US Loco &amp; Asset Pack,208306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88627,DinerTown Tycoon,37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88628,Train Simulator: European Loco &amp; Asset Pack,208300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88629,Risen,40300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88630,Flora's Fruit Farm,35070,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88631,Empire: Total War™ - The Warpath Campaign,10606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88632,Machinarium,40700,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88633,Medal of Honor: Airborne,24840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88634,Need for Speed: Shift,24870,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
88635,Torchlight,41500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88636,Command &amp; Conquer: Red Alert 3 - Uprising,24800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88637,The Stronghold Collection,901735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88638,East India Company: Privateer,42800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88639,Painkiller: Resurrection,39560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88640,SpellForce 2 - Anniversary Edition,39550,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009
88641,Secret Files: Tunguska,40330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88642,Rush for Berlin Gold,40320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88643,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,31200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88644,Men of War: Red Tide,3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88645,Hammerfight,41100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88646,SpellForce - Platinum Edition,39540,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88647,Massive Assault: Phantom Renaissance,34640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005
88648,Massive Assault,34630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003
88650,Serious Sam HD: The First Encounter,41000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88651,Secret Files 2: Puritas Cordis,40340,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88652,Dragon Age: Origins,17450,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88653,Aztaka,37100,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2009
88654,Magnetis,37500,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88655,For The Glory: A Europa Universalis Game,42810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88656,Call of Duty®: Modern Warfare® 2,10180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88657,LEGO® Star Wars™ - The Complete Saga,32440,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88658,Overlord™,11450,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007
88659,Overlord™: Raising Hell,12710,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008
88660,Command &amp; Conquer 3: Tiberium Wars,24790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007
88661,Yumsters 2: Around the World,29120,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
88662,Command &amp; Conquer 3: Kane's Wrath,24810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88663,Gratuitous Space Battles,41800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2009
88664,Wings of Prey,45300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88665,The Bard's Tale,41900,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2005
88666,Defence Alliance 2,35420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88667,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,32430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88669,Fallout 3: Game of the Year Edition,22370,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88670,Gratuitous Space Battles: The Tribe,41802,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2009
88671,Build-A-Lot,38080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2007
88672,Build-A-Lot 2: Town of the Year,38090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2008
88673,Build-A-Lot 3: Passport to Europe,38100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88674,Coconut Queen,38070,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88675,Roogoo,38210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88676,Devil May Cry 4,45700,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88677,Avencast: Rise of the Mage,46410,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2010
88678,Build-A-Lot 4: Power Source,38110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88679,"Pirates, Vikings, and Knights II",17570,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2010
88680,Farm Frenzy 2,38130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88681,Farm Frenzy 3: American Pie,38160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88682,Farm Frenzy 3,38150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88683,Farm Frenzy,38120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88684,Farm Frenzy: Pizza Party,38140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88685,Cake Mania Main Street™,36300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88686,Westward® IV: All Aboard,36310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
88687,Iron Roses,36320,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88688,UFO: Extraterrestrials Gold,37030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
88689,LEGO® Indiana Jones™ 2: The Adventure Continues,32450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88691,Super Laser  Racer,44100,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2010
88692,Hearts of Iron III: Soviet Infantry Pack DLC,25960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
88693,NecroVisioN: Lost Company,46250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88694,Cradle of Persia,38180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88695,Aliens vs. Predator Swarm Map Pack,10695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88696,Serious Sam Classic: The First Encounter,41050,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001
88697,Train Simulator: Fort Kent to Eagle Lake Route Add-On,24055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010
88698,Mount &amp; Blade: Warband,48700,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
88699,Coniclysm,39900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88700,Plain Sight,49900,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88701,Lead and Gold: Gangs of the Wild West,42120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88702,Grand Theft Auto: Episodes from Liberty City,12220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88703,Dark Void™ Zero,45730,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88704,Fortix,45400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88705,Beat Hazard,49600,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88706,Sam &amp; Max: The Devil’s Playhouse,901399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88707,M.U.D. TV,43500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2010
88708,Wings of Luftwaffe Add-on,45302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010
88709,The Misadventures of P.B. Winterbottom,40930,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88710,AquaNox 2: Revelation,39640,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
88711,AquaNox,39630,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
88712,Fluttabyes,23150,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88713,Hidden Expedition: Titanic,50940,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
88714,Hidden Expedition: Amazon,50920,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
88715,Napoleon: Total War™ - Coalition Battle Pack,34178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
88716,Fitness Dash™,37340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88717,Gemini Lost™,37390,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88718,DinerTown Detective Agency™,37310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88720,Hotel Dash™ Suite Success™,49000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88721,Nightshift Legacy: The Jaguar's Eye™,37330,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88722,The Nightshift Code™,37320,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88723,TriJinx: A Kristine Kross Mystery™,37370,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88724,Valerie Porter and the Scarlet Scandal™,37380,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88725,Biozone,19080,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88727,Rocket Knight,19030,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88729,Flight of the Icarus,49800,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88730,Puzzler World,33650,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88731,Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,901478,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88732,Ziro,33660,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88733,Altered Beast™,34281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88734,Comix Zone™,34272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88735,SEGA Mega Drive and Genesis Classics,34270,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
88736,Golden Axe™,34276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88737,Ecco the Dolphin™,34274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88738,Gain Ground™,34275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
88739,Shinobi™ III: Return of the Ninja Master,34277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88740,Crack Down™,34273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88741,VectorMan™,34280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88743,Shadow Dancer™,34282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88744,Space Harrier™ II,34279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88745,Alpha Protocol™,34010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
88746,Alien Breed: Impact,22610,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88747,Fallout 3 - Point Lookout,22440,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
88748,Defense Grid: Resurgence Map Pack 1,18508,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2010
88749,Fallout 3 - Mothership Zeta,22430,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
88750,Fallout 3 - Broken Steel,22410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
88751,Fallout 3 - The Pitt,22420,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
88752,Alien Swarm,630,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88753,Fallout 3 - Operation Anchorage,22400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
88754,SimCity™ 4 Deluxe Edition,24780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2003
88755,Disciples III - Renaissance Steam Special Edition,33670,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2010
88756,Tidalis,40420,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88757,Razor2: Hidden Skies,34920,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88758,The Settlers 7: Uncharted Land Map Pack,48136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
88759,Dimensity,46720,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008
88760,Kane &amp; Lynch 2: Dog Days,28000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88761,The Guild II Renaissance,39680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2010
88762,Hearts of Iron III DLC: German II Spritepack,25962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
88763,Trainz Simulator DLC: Blue Comet,24634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010
88764,Fantasy Wars,63900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
88765,Mafia II,50130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
88766,Train Simulator: Network Southeast Class 47 Loco Add-On,24075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010
88767,Puzzle Quest 2,47540,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
88768,Burn Zombie Burn!,50510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88769,Madballs B*D*I Clan Skins,25760,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88770,Madballs Scorched Evolution Skin Rollup,25763,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88771,Madballs BDI Evolution Skin Rollup,25762,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88772,Madballs Holiday Skin Rollup,25764,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88773,Victoria I Complete,42980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
88774,Ship Simulator Extremes,48800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010
88775,Worms Reloaded,22600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
88776,Making History II: The War of the World,46770,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2010
88777,Arma 2: British Armed Forces,65700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2010
88778,Victoria II,42960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
88780,Madballs Scorched Clan Skins,25761,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
88781,Kane &amp; Lynch 2: The Doggie Bag,28010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88782,Kane &amp; Lynch 2: Multiplayer Masks Pack,28012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88783,Trainz: Classic Cabon City,24640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010
88784,Kane &amp; Lynch 2: Alliance Weapon Pack,28011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88785,Cossacks: Back to War,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002
88786,Broken Sword: Director's Cut,57640,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88787,Chime,62100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
88788,Mafia II DLC: Jimmy's Vendetta,50145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
